trace_id,endpoint,is_correct,structural_stability,n_bonds,n_entropy_points,initial_entropy,final_entropy,covalent_ratio,hydrogen_ratio,vdw_ratio
e224f80d-9e7b-4c2e-a064-924fe61c536c,cyp2c9_veith,True,1.0469287575415655e-16,210,210,-0.0,1.4612125429178533,0.21428571428571427,0.2523809523809524,0.5333333333333333
e2582a6d-8047-4381-8b47-fd1f9c6d7e20,cyp2c9_veith,False,1.8798381624802336e-23,351,351,-0.0,1.2077429183546973,0.1737891737891738,0.1396011396011396,0.6866096866096866
e4f70d4b-6fbc-4250-85cd-6f65e8eabf17,cyp2c9_veith,False,9.318219691043343e-16,171,171,-0.0,1.2284071793016706,0.0935672514619883,0.2573099415204678,0.6491228070175439
ed477cdd-762c-4787-b1dd-e5eedb437db6,cyp2c9_veith,True,1.7164417187261676e-24,190,190,-0.0,1.3624746825534186,0.2,0.19473684210526315,0.6052631578947368
ed5be937-c6ea-414c-86c3-b69cc26a1593,cyp2c9_veith,True,2.3847206986339427e-23,231,231,-0.0,1.354511011997371,0.15584415584415584,0.24242424242424243,0.6017316017316018
ee03d3bc-a34f-4848-b35c-08efc915ef7d,cyp2c9_veith,False,1.1085315652017997e-21,231,231,-0.0,1.3828377699172916,0.1774891774891775,0.23376623376623376,0.5887445887445888
f071578b-39c9-4fa7-97c0-68fbb0b0bab6,cyp2c9_veith,True,2.2085414060751014e-19,300,300,-0.0,1.4645879445993728,0.18333333333333332,0.30333333333333334,0.5133333333333333
f91aec2f-1d52-4595-815e-47e818fbf497,cyp2c9_veith,True,5.415636342023577e-17,136,136,-0.0,1.5322070597472157,0.27941176470588236,0.25735294117647056,0.4632352941176471
fe6b6b37-13ac-41e6-bb2e-2a3b460e4f04,cyp2c9_veith,True,3.383061546476518e-24,300,300,-0.0,1.449093964963077,0.17666666666666667,0.2966666666666667,0.5266666666666666
011ba6c9-1538-4326-8430-5338d825d1da,cyp2d6_veith,True,7.368356077864298e-20,210,210,-0.0,1.4014225382571945,0.15714285714285714,0.28095238095238095,0.5619047619047619
02609025-c8af-4ec7-8d38-64e1ffb01de7,cyp2d6_veith,True,9.297383403677688e-18,210,210,-0.0,1.5439756918116707,0.26666666666666666,0.2857142857142857,0.44761904761904764
039d34d8-4242-449e-8404-67afbdb057db,cyp2d6_veith,False,2.1822442737690872e-18,253,253,-0.0,1.3972507587142302,0.18972332015810275,0.22924901185770752,0.5810276679841897
03e348f2-d497-4b49-92e2-a0d9e982518d,cyp2d6_veith,True,4.177372160314996e-20,253,253,-0.0,1.3755713265380505,0.13438735177865613,0.30039525691699603,0.5652173913043478
044f10d4-2a04-4732-b9b2-1212daeaf947,cyp2d6_veith,True,4.3455210438022467e-16,136,136,-0.0,1.2892133688515974,0.10294117647058823,0.2867647058823529,0.6102941176470589
04689128-675a-4702-9ff4-e71f6914068e,cyp2d6_veith,True,3.1517593558507966e-17,276,276,-0.0,1.4471356042938468,0.18115942028985507,0.286231884057971,0.532608695652174
0871afe4-a9b2-4d2f-a8f5-cb3fcdb0d5ba,cyp2d6_veith,True,1.5561812692273673e-22,253,253,-0.0,1.361657776543765,0.15019762845849802,0.25691699604743085,0.5928853754940712
